Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_EA2034AA	CVM N53070	SRR2407645;ILLUMINA;Paired;;SRX1245831;296031244;274	SAL_EA2034AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988325	SRS1069206	2015-09-14	2015-09-16	Assembled	58	278525	5151147	Salmonella enterica;98.85%	91	6013	2.2	SAL_FA7937AA_AS
SAL_EA2035AA	CVM N53069	SRR2407644;ILLUMINA;Paired;;SRX1245830;322190778;273	SAL_EA2035AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988324	SRS1069207	2015-09-14	2015-09-16	Assembled	65	214347	4995871	Salmonella enterica;98.65%	80	4608	2.2	SAL_FA7961AA_AS
SAL_EA2040AA	CVM N53063	SRR2407639;ILLUMINA;Paired;;SRX1245825;477833654;263	SAL_EA2040AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988319	SRS1069212	2015-09-14	2015-09-16	Assembled	96.36	229663	4958687	Salmonella enterica;100.0%	78	4484	2.2	SAL_FA7965AA_AS
SAL_EA2048AA	CVM N53055	SRR2407631;ILLUMINA;Paired;;SRX1245817;291055248;276	SAL_EA2048AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988311	SRS1069219	2015-09-14	2015-09-16	Assembled	59	195404	5001493	Salmonella enterica;100.0%	89	7037	2.2	SAL_FA8110AA_AS
SAL_EA2067AA	CVM N53036	SRR2407612;ILLUMINA;Paired;;SRX1245798;179614240;260	SAL_EA2067AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988292	SRS1069239	2015-09-14	2015-09-16	Assembled	36	92243	5112213	Salmonella enterica;95.45%	261	34906	2.2	SAL_FA7947AA_AS
SAL_EA2070AA	CVM N53033	SRR2407609;ILLUMINA;Paired;;SRX1245795;286623744;264	SAL_EA2070AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988289	SRS1069242	2015-09-14	2015-09-16	Assembled	58	100083	4965065	Salmonella enterica;100.0%	114	8675	2.2	SAL_FA7905AA_AS
SAL_EA2074AA	CVM N53029	SRR2407605;ILLUMINA;Paired;;SRX1245791;364340736;272	SAL_EA2074AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988285	SRS1069246	2015-09-14	2015-09-16	Assembled	73	101811	4997655	Salmonella enterica;100.0%	132	15967	2.2	SAL_FA7933AA_AS
SAL_EA2075AA	CVM N53028	SRR2407604;ILLUMINA;Paired;;SRX1245790;285662160;270	SAL_EA2075AA	Poultry	Avian	Chicken Wings	2014				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988284	SRS1069247	2015-09-14	2015-09-16	Assembled	59	95867	4912451	Salmonella enterica;98.41%	131	20250	2.2	SAL_FA8406AA_AS
SAL_EA2076AA	CVM N53027	SRR2407603;ILLUMINA;Paired;;SRX1245789;385896952;268	SAL_EA2076AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Louisiana						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988283	SRS1069248	2015-09-14	2015-09-16	Assembled	78	143968	4977522	Salmonella enterica;98.94%	100	8310	2.2	SAL_FA7922AA_AS
SAL_EA2077AA	CVM N53025	SRR2407602;ILLUMINA;Paired;;SRX1245788;212313024;264	SAL_EA2077AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Louisiana						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988282	SRS1069249	2015-09-14	2015-09-16	Assembled	43	52983	4999772	Salmonella enterica;95.68%	260	47720	2.2	SAL_FA7964AA_AS
SAL_EA2093AA	CVM N53009	SRR2407586;ILLUMINA;Paired;;SRX1245772;303430218;273	SAL_EA2093AA	Poultry	Avian	Chicken Breast	2014				North America	United States	California						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988266	SRS1069265	2015-09-14	2015-09-16	Assembled	62	128906	4964513	Salmonella enterica;98.94%	100	11193	2.2	SAL_FA8117AA_AS
SAL_EA2103AA	CVM N52055	SRR2407576;ILLUMINA;Paired;;SRX1245762;301227340;271	SAL_EA2103AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988256	SRS1069275	2015-09-14	2015-09-16	Assembled	61	161042	4979258	Salmonella enterica;98.89%	95	7061	2.2	SAL_FA7954AA_AS
SAL_EA2108AA	CVM N52050	SRR2407571;ILLUMINA;Paired;;SRX1245757;275719872;272	SAL_EA2108AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Pennsylvania						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988251	SRS1069280	2015-09-14	2015-09-16	Assembled	56.59	93978	4872348	Salmonella enterica;100.0%	115	11553	2.2	SAL_FA8050AA_AS
SAL_EA2110AA	CVM N52048	SRR2407569;ILLUMINA;Paired;;SRX1245755;213591264;272	SAL_EA2110AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988249	SRS1069282	2015-09-14	2015-09-16	Assembled	43	131323	4980457	Salmonella enterica;96.08%	162	18338	2.2	SAL_FA8113AA_AS
SAL_EA2111AA	CVM N52047	SRR2407568;ILLUMINA;Paired;;SRX1245754;193077696;266	SAL_EA2111AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988248	SRS1069283	2015-09-14	2015-09-16	Assembled	38.17	114395	5058649	Salmonella enterica;93.24%	140	17484	2.2	SAL_FA7942AA_AS
SAL_EA2117AA	CVM N52041	SRR2407562;ILLUMINA;Paired;;SRX1245748;315207024;264	SAL_EA2117AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988242	SRS1069288	2015-09-14	2015-09-16	Assembled	62	149898	5104078	Salmonella enterica;98.89%	91	5865	2.2	SAL_FA8079AA_AS
SAL_EA2119AA	CVM N52039	SRR2407560;ILLUMINA;Paired;;SRX1245746;408386200;265	SAL_EA2119AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988240	SRS1069291	2015-09-14	2015-09-16	Assembled	83	114501	4930475	Salmonella enterica;98.1%	112	11609	2.2	SAL_FA7906AA_AS
SAL_EA2120AA	CVM N52038	SRR2407559;ILLUMINA;Paired;;SRX1245745;306155030;265	SAL_EA2120AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988239	SRS1069292	2015-09-14	2015-09-16	Assembled	60.37	108413	5071682	Salmonella enterica;99.02%	103	10914	2.2	SAL_FA7946AA_AS
SAL_EA2121AA	CVM N52037	SRR2407558;ILLUMINA;Paired;;SRX1245744;315035608;268	SAL_EA2121AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988238	SRS1069293	2015-09-14	2015-09-16	Assembled	64	213028	4993370	Salmonella enterica;98.84%	88	10322	2.2	SAL_FA8024AA_AS
SAL_EA2123AA	CVM N52035	SRR2407556;ILLUMINA;Paired;;SRX1245742;182045508;277	SAL_EA2123AA	Poultry	Avian	Chicken Breast	2014				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988236	SRS1069295	2015-09-14	2015-09-16	Assembled	37	229663	4974002	Salmonella enterica;98.81%	87	9405	2.2	SAL_FA8122AA_AS
SAL_EA2132AA	CVM N52026	SRR2407547;ILLUMINA;Paired;;SRX1245733;114094252;271	SAL_EA2132AA	Poultry	Avian	Chicken Breast	2014				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03988227	SRS1069304	2015-09-14	2015-09-16	Assembled	23	79022	5001744	Salmonella enterica;99.36%	162	39788	2.2	SAL_FA8305AA_AS
SAL_EA2358AA	VA-WGS-00640	SRR2542480;ILLUMINA;Paired;500;SRX1297934;224657144;244	SAL_EA2358AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938942	SRS1095891	2015-10-01	2015-10-01	Assembled	45	173100	5087708	Salmonella enterica;96.85%	103	17125	2.2	SAL_HA9367AA_AS
SAL_EA2359AA	VA-WGS-00623	SRR2542479;ILLUMINA;Paired;500;SRX1297933;605606048;244,SRR2542460;ILLUMINA;Paired;500;SRX1297913;605606048;244	SAL_EA2359AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938925	SRS1095874	2015-10-01	2015-10-01	Assembled	123	214036	4953597	Salmonella enterica;100.0%	49	4033	2.2	SAL_IA3597AA_AS
SAL_EA2360AA	VA-WGS-00639	SRR2542478;ILLUMINA;Paired;500;SRX1297932;372783118;239	SAL_EA2360AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938941	SRS1095892	2015-10-01	2015-10-01	Assembled	75	279432	5016322	Salmonella enterica;97.06%	72	5929	2.2	SAL_IA2756AA_AS
SAL_EA2361AA	VA-WGS-00638	SRR2542477;ILLUMINA;Paired;500;SRX1297931;879707142;243	SAL_EA2361AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938940	SRS1095893	2015-10-01	2015-10-01	Assembled	174	238620	5081096	Salmonella enterica;97.5%	88	7226	2.2	SAL_JA8294AA_AS
SAL_EA2362AA	VA-WGS-00628	SRR2542461;ILLUMINA;Paired;500;SRX1297914;767515014;243,SRR2542456;ILLUMINA;Paired;500;SRX1297909;767515014;243	SAL_EA2362AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938930	SRS1095872	2015-10-01	2015-10-01	Assembled	153	279403	5043805	Salmonella enterica;97.14%	72	6093	2.2	SAL_JA8308AA_AS
SAL_EA2364AA	VA-WGS-00625	SRR2542450;ILLUMINA;Paired;500;SRX1297903;708854202;237,SRR2542458;ILLUMINA;Paired;500;SRX1297911;708854202;237	SAL_EA2364AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938927	SRS1095866	2015-10-01	2015-10-01	Assembled	140	276721	5097073	Salmonella enterica;95.18%	89	4373	2.2	SAL_HA7349AA_AS
SAL_EA2366AA	VA-WGS-00627	SRR2542451;ILLUMINA;Paired;500;SRX1297904;703087616;241,SRR2542455;ILLUMINA;Paired;500;SRX1297908;703087616;241	SAL_EA2366AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938929	SRS1095868	2015-10-01	2015-10-01	Assembled	143	279388	4946848	Salmonella enterica;98.3%	63	4600	2.2	SAL_IA2735AA_AS
SAL_EA2367AA	VA-WGS-00626	SRR2542448;ILLUMINA;Paired;500;SRX1297901;1000724058;243,SRR2542449;ILLUMINA;Paired;500;SRX1297902;1000724058;243	SAL_EA2367AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA219491	SRP033708	SAMN03938928	SRS1095867	2015-10-01	2015-10-01	Assembled	195	222340	5147958	Salmonella enterica;95.07%	90	6598	2.2	SAL_IA3602AA_AS
SAL_EA2525AA	NY-33950	SRR2533586;ILLUMINA;Paired;500;SRX1294135;447600700;230	SAL_EA2525AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA183850	SRP028607	SAMN02777787	SRS1092965	2015-10-01	2015-10-01	Assembled	88	130850	5105723	Salmonella enterica;75.47%	122	4655	2.2	SAL_IA3661AA_AS
SAL_EA2526AA	NY-33949	SRR2533585;ILLUMINA;Paired;500;SRX1294134;365549646;231	SAL_EA2526AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA183850	SRP028607	SAMN02777786	SRS1092964	2015-10-01	2015-10-01	Assembled	72	130850	5107665	Salmonella enterica;73.87%	122	6155	2.2	SAL_HA9435AA_AS
SAL_EA2528AA	NY-33945	SRR2533583;ILLUMINA;Paired;500;SRX1294132;302280576;228	SAL_EA2528AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA183850	SRP028607	SAMN02777782	SRS1092960	2015-10-01	2015-10-01	Assembled	57	91409	5322102	Salmonella enterica;75.37%	152	10348	2.2	SAL_IA3662AA_AS
SAL_EA2529AA	NY-33943	SRR2533582;ILLUMINA;Paired;500;SRX1294131;211665272;226	SAL_EA2529AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA183850	SRP028607	SAMN02777780	SRS1092961	2015-10-01	2015-10-01	Assembled	39.76	55728	5324163	Salmonella enterica;81.54%	367	77716	2.2	SAL_HA7266AA_AS
SAL_EA2530AA	NY-33942	SRR2533581;ILLUMINA;Paired;500;SRX1294130;192098368;224	SAL_EA2530AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA183850	SRP028607	SAMN02777779	SRS1092962	2015-10-01	2015-10-01	Assembled	38	81840	5124744	Salmonella enterica;77.47%	156	19913	2.2	SAL_IA3663AA_AS
SAL_EA2547AA	CVM-N15249	SRR2533555;ILLUMINA;Paired;500;SRX1294020;269616416;233	SAL_EA2547AA	Poultry	Avian	chicken breast	2007				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842269	SRS1092936	2015-10-01	2015-10-01	Assembled	53	82417	5087383	Salmonella enterica;100.0%	147	19119	2.2	SAL_IA3664AA_AS
SAL_EA2560AA	CVM-N15816	SRR2533536;ILLUMINA;Paired;500;SRX1294000;466618212;246,SRR2568399;ILLUMINA;Paired;500;SRX1309676;466618212;246,SRR2568399;ILLUMINA;Paired;500;SRX1309676;;	SAL_EA2560AA	Poultry	Avian	chicken breast	2007				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842348	SRS1092918	2015-10-01	2015-10-01	Assembled	91	252702	5139654	Salmonella enterica;98.61%	75	8563	2.2	SAL_IA3671AA_AS
SAL_EA2561AA	CVM-N15815	SRR2568397;ILLUMINA;Paired;500;SRX1309674;;,SRR2568397;ILLUMINA;Paired;500;SRX1309674;586647736;244,SRR2533535;ILLUMINA;Paired;500;SRX1293999;586647736;244	SAL_EA2561AA	Poultry	Avian	chicken breast	2007				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842347	SRS1092919	2015-10-01	2015-10-01	Assembled	117	278990	5056152	Salmonella enterica;98.44%	67	4662	2.2	SAL_IA3278AA_AS
SAL_EA2567AA	CVM-N15811	SRR2568391;ILLUMINA;Paired;500;SRX1309668;473242490;245,SRR2533529;ILLUMINA;Paired;500;SRX1293993;473242490;245	SAL_EA2567AA	Poultry	Avian	chicken breast	2007				North America	United States	Tennessee						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842344	SRS1092916	2015-10-01	2015-10-01	Assembled	94.15	278980	5026446	Salmonella enterica;100.0%	76	4565	2.2	SAL_HA6769AA_AS
SAL_EA2570AA	CVM-N15802	SRR2568388;ILLUMINA;Paired;500;SRX1309665;103472956;227,SRR2533526;ILLUMINA;Paired;500;SRX1293990;103472956;227	SAL_EA2570AA	Poultry	Avian	chicken breast	2007				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842335	SRS1092908	2015-10-01	2015-10-01	Assembled	21.27	72729	4865811	Salmonella enterica;99.32%	153	62800	2.2	SAL_HA7332AA_AS
SAL_EA2624AA	15MN00358	SRR2533467;ILLUMINA;Paired;500;SRX1293923;159557400;225	SAL_EA2624AA	Poultry	Avian	frozen raw stuffed chicken product	2015	6			North America	United States	Minnesota						Typhimurium	I			Food and Drug Administration (US)			PRJNA215333	SRP032981	SAMN03946240	SRS1092852	2015-10-01	2015-10-01	Assembled	32	203396	4991070	Salmonella enterica;100.0%	77	15353	2.2	SAL_HA7256AA_AS
SAL_EA2628AA	15MN00354	SRR2533463;ILLUMINA;Paired;500;SRX1293919;423051882;241	SAL_EA2628AA	Poultry	Avian	frozen raw stuffed chicken product	2015	6			North America	United States	Minnesota						Typhimurium	I			Food and Drug Administration (US)			PRJNA215333	SRP032981	SAMN03946236	SRS1092850	2015-10-01	2015-10-01	Assembled	87	153773	4867331	Salmonella enterica;95.59%	75	4972	2.2	SAL_HA6677AA_AS
SAL_EA2630AA	WAPHL_SAL-A00857	SRR2533461;ILLUMINA;Paired;500;SRX1293917;443549480;220	SAL_EA2630AA	Poultry	Avian	chicken breast	2006				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA183851	SRP028334	SAMN03291686	SRS1092847	2015-10-01	2015-10-01	Assembled	88	105495	5092339	Salmonella enterica;100.0%	113	5982	2.2	SAL_HA9425AA_AS
SAL_EA2633AA	WAPHL_SAL-A00844	SRR2533320;ILLUMINA;Paired;500;SRX1293861;451170960;228	SAL_EA2633AA	Poultry	Avian	chicken breast	2006				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA183851	SRP028334	SAMN03291673	SRS1092793	2015-10-01	2015-10-01	Assembled	89	122736	5111366	Salmonella enterica;93.81%	119	9132	2.2	SAL_HA6682AA_AS
SAL_EA2758AA	CVM-N15752	SRR2533450;ILLUMINA;Paired;500;SRX1293614;489913860;190	SAL_EA2758AA	Poultry	Avian	chicken breast	2007				North America	United States	Georgia						Typhimurium	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842290	SRS1092632	2015-10-01	2015-10-01	Assembled	102	191687	4841591	Salmonella enterica;100.0%	86	2586	2.2	SAL_HA9118AA_AS
SAL_EA2759AA	CVM-N15754	SRR2533453;ILLUMINA;Paired;500;SRX1293613;475973680;182	SAL_EA2759AA	Poultry	Avian	chicken breast	2007				North America	United States	Georgia						Typhimurium	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842292	SRS1092629	2015-10-01	2015-10-01	Assembled	92.25	119262	5159668	Salmonella enterica;84.13%	148	2941	2.2	SAL_HA7168AA_AS
SAL_EA2985AA	CVM-N16427	SRR2583953;ILLUMINA;Paired;500;SRX1316879;;,SRR2583953;ILLUMINA;Paired;500;SRX1316879;322240280;215	SAL_EA2985AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA271470	SRP061987	SAMN03842399	SRS1107895	2015-10-12	2015-10-09	Assembled	64	276694	5060097	Salmonella enterica;100.0%	71	2360	2.2	SAL_IA3833AA_AS
SAL_EA3111AA	VA-WGS-00544	SRR2724057;ILLUMINA;Paired;500;SRX1354021;515697904;244	SAL_EA3111AA	Poultry	Avian	chicken breast	2008				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA219491	SRP033708	SAMN03938846	SRS1120668	2015-10-20	2015-01-01	Assembled	103	281224	5029994	Salmonella enterica;98.55%	70	4442	2.2	SAL_IA2764AA_AS
SAL_EA3112AA	VA-WGS-00543	SRR2724056;ILLUMINA;Paired;500;SRX1354020;559879584;242	SAL_EA3112AA	Poultry	Avian	chicken breast	2008				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA219491	SRP033708	SAMN03938845	SRS1120669	2015-10-20	2015-01-01	Assembled	112	308300	5039505	Salmonella enterica;97.3%	78	6304	2.2	SAL_IA3904AA_AS
SAL_EA3152AA	CVM-N15833	SRR2670718;ILLUMINA;Paired;500;SRX1341728;302228332;223	SAL_EA3152AA	Poultry	Avian	chicken breast	2007				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842365	SRS1117301	2015-10-20	2015-01-01	Assembled	61	192478	4989859	Salmonella enterica;100.0%	87	7056	2.2	SAL_IA3922AA_AS
SAL_EA3157AA	CVM-N15823	SRR2670713;ILLUMINA;Paired;500;SRX1341723;345345132;242	SAL_EA3157AA	Poultry	Avian	chicken breast	2007				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842355	SRS1117300	2015-10-20	2015-01-01	Assembled	69	192596	5053553	Salmonella enterica;96.25%	82	9118	2.2	SAL_IA3923AA_AS
SAL_EA3161AA	CVM-N15821	SRR2670709;ILLUMINA;Paired;500;SRX1341719;460600800;239	SAL_EA3161AA	Poultry	Avian	chicken breast	2007				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842353	SRS1117293	2015-10-20	2015-01-01	Assembled	89	278980	5192217	Salmonella enterica;77.39%	113	6918	2.2	SAL_IA1850AA_AS
SAL_EA3164AA	CVM-N15827	SRR2670706;ILLUMINA;Paired;500;SRX1341716;449701824;242	SAL_EA3164AA	Poultry	Avian	chicken breast	2007				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842359	SRS1117289	2015-10-20	2015-01-01	Assembled	90	214239	5011125	Salmonella enterica;98.94%	103	6029	2.2	SAL_IA2648AA_AS
SAL_EA3174AA	CVM-N16422	SRR2670694;ILLUMINA;Paired;500;SRX1341693;539798784;224	SAL_EA3174AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842394	SRS1117280	2015-10-20	2015-01-01	Assembled	107	282891	5081223	Salmonella enterica;98.73%	84	2118	2.2	SAL_IA3931AA_AS
SAL_EA3180AA	CVM-N16419	SRR2670625;ILLUMINA;Paired;500;SRX1341672;277218900;225	SAL_EA3180AA	Poultry	Avian	chicken breast	2008				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842391	SRS1117268	2015-10-20	2015-01-01	Assembled	55	282891	5108316	Salmonella enterica;98.8%	90	5543	2.2	SAL_IA2705AA_AS
SAL_EA3181AA	CVM-N16411	SRR2670624;ILLUMINA;Paired;500;SRX1341671;429549510;195	SAL_EA3181AA	Poultry	Avian	chicken breast	2008				North America	United States	Maryland						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842383	SRS1117269	2015-10-20	2015-01-01	Assembled	87	150710	4984679	Salmonella enterica;96.55%	94	3796	2.2	SAL_IA1884AA_AS
SAL_EA3183AA	CVM-N16410	SRR2670155;ILLUMINA;Paired;500;SRX1341615;785216280;191	SAL_EA3183AA	Poultry	Avian	chicken breast	2008				North America	United States	Maryland						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842382	SRS1117246	2015-10-20	2015-01-01	Assembled	155	278986	5086396	Salmonella enterica;97.68%	97	2605	2.2	SAL_IA3935AA_AS
SAL_EA3192AA	CVM-N18340	SRR2669162;ILLUMINA;Paired;500;SRX1341312;548995984;232	SAL_EA3192AA	Poultry	Avian	chicken breast	2008				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842420	SRS1117083	2015-10-20	2015-01-01	Assembled	109	219489	5075662	Salmonella enterica;98.57%	75	3655	2.2	SAL_IA2775AA_AS
SAL_EA3199AA	CVM-N18341	SRR2669155;ILLUMINA;Paired;500;SRX1341305;511312408;236	SAL_EA3199AA	Poultry	Avian	chicken breast	2008				North America	United States	Maryland						Typhimurium Var. 5-	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA271470	SRP061987	SAMN03842421	SRS1117074	2015-10-20	2015-01-01	Assembled	102	265913	5037244	Salmonella enterica;100.0%	67	4095	2.2	SAL_IA3944AA_AS
SAL_EA3557AA	CVM N51303	SRR2567196;ILLUMINA;Paired;;SRX1308904;316057230;283	SAL_EA3557AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894394	SRS1101922	2015-10-23	2015-10-06	Assembled	65	313117	4913502	Salmonella enterica;100.0%	69	2805	2.2	SAL_IA4689AA_AS
